"method","beta","lambda_eta","lambda_mu","lambda_kappa","ARI","loglik","converged","iter","nnz_fraction","selected_q","TPR","FPR","Precision","F1","mu_contrast_norm","eta_contrast_norm","mu_topq_recall","eta_topq_recall","kappa_low_hat","kappa_high_hat","kappa_ratio_hat","MSE_mu","MSE_kappa","MSE_eta_contrast","df","BIC","EBIC","scenario","rep","n","d","q","mu_cos","kappa_low","kappa_high","true_eta_contrast_norm"
"Rossi path BIC",421.003103730368,NA,NA,NA,1,108672.389365998,TRUE,2,0.15,15,1,0.0555555555555556,0.666666666666667,0.8,0.216343623204788,180.569287160542,1,1,20.6174057345793,200.64974376287,9.73205583408306,0.000222211082057173,0.401678399240122,0.372437439059578,26,-217165.177094742,-217045.442669906,"concentration_dominant",1,1000,100,10,1,20,200,180
"Rossi path BIC + refit",421.003103730368,NA,NA,NA,1,108699.48542197,TRUE,2,0.15,15,1,0.0555555555555556,0.666666666666667,0.8,0.110893422245787,180.034832723564,0.6,1,20.8283245413211,200.72031950529,9.63689225732403,5.39070953882459e-05,0.602490867727799,0.284079912170066,31,-217184.830430292,-217042.070154527,"concentration_dominant",1,1000,100,10,1,20,200,180
"Separate 2D path/grid BIC",NA,NA,421.003103730368,0,1,108672.389365998,TRUE,2,0.15,15,1,0.0555555555555556,0.666666666666667,0.8,0.216343623204788,180.569287160542,1,1,20.6174057345793,200.64974376287,9.73205583408306,0.000222211082057173,0.401678399240122,0.372437439059578,26,-217165.177094742,-217045.442669906,"concentration_dominant",1,1000,100,10,1,20,200,180
"Separate 2D path/grid BIC + refit",NA,NA,421.003103730368,0,1,108699.48542197,TRUE,2,0.15,15,1,0.0555555555555556,0.666666666666667,0.8,0.110893422245787,180.034832723564,0.6,1,20.8283245413211,200.72031950529,9.63689225732403,5.39070953882459e-05,0.602490867727799,0.284079912170066,31,-217184.830430292,-217042.070154527,"concentration_dominant",1,1000,100,10,1,20,200,180
"Eta path BIC",NA,1.65186143338515,NA,NA,1,108709.474123914,TRUE,2,0.12,12,1,0.0222222222222222,0.833333333333333,0.909090909090909,0.167886654118359,174.975881580689,0.3,1,23.7617325436224,198.357579689724,8.34777427637373,0.000170199928590266,8.42408810267776,0.411604814751485,113,-216638.371901302,-216117.987670286,"concentration_dominant",1,1000,100,10,1,20,200,180
"Eta path BIC + refit",NA,1.65186143338515,NA,NA,1,108693.100187445,TRUE,2,0.12,12,1,0.0222222222222222,0.833333333333333,0.909090909090909,0.104646393081835,179.980197531272,0.8,1,20.8121077232372,200.665208247505,9.64175329649373,4.60844921518503e-05,0.551010483345176,0.233502168832817,25,-217213.506492916,-217098.377238266,"concentration_dominant",1,1000,100,10,1,20,200,180
"Rossi path BIC",357.933778785142,NA,NA,NA,1,109835.975059008,TRUE,2,0.28,28,1,0.2,0.357142857142857,0.526315789473684,0.174589235019281,183.499368112466,0.9,1,19.7711666488297,202.936986447952,10.2642899153331,0.000162448950278344,4.339127049032,0.286712101509708,39,-219402.547662135,-219222.946024881,"concentration_dominant",2,1000,100,10,1,20,200,180
"Rossi path BIC + refit",357.933778785142,NA,NA,NA,1,109867.368381337,TRUE,2,0.28,28,1,0.2,0.357142857142857,0.526315789473684,0.121786954307315,183.313449903936,0.4,1,19.9515284056317,203.100972321168,10.1797199789385,6.55657975012307e-05,4.8091894160541,0.668743496718912,57,-219340.994711772,-219078.50001117,"concentration_dominant",2,1000,100,10,1,20,200,180
"Separate 2D path/grid BIC",NA,NA,357.933778785142,0,1,109835.975059008,TRUE,2,0.28,28,1,0.2,0.357142857142857,0.526315789473684,0.174589235019281,183.499368112466,0.9,1,19.7711666488297,202.936986447952,10.2642899153331,0.000162448950278344,4.339127049032,0.286712101509708,39,-219402.547662135,-219222.946024881,"concentration_dominant",2,1000,100,10,1,20,200,180
"Separate 2D path/grid BIC + refit",NA,NA,357.933778785142,0,1,109867.368381337,TRUE,2,0.28,28,1,0.2,0.357142857142857,0.526315789473684,0.121786954307315,183.313449903936,0.4,1,19.9515284056317,203.100972321168,10.1797199789385,6.55657975012307e-05,4.8091894160541,0.668743496718912,57,-219340.994711772,-219078.50001117,"concentration_dominant",2,1000,100,10,1,20,200,180
"Eta path BIC",NA,2.07529178377052,NA,NA,1,109826.992673563,TRUE,2,0.11,11,1,0.0111111111111111,0.909090909090909,0.952380952380952,0.159459123715258,176.708635893977,0.2,1,23.525514854639,199.895486411443,8.49696542866629,0.000164718427270898,6.22008904023669,0.156485388676048,112,-218880.31675588,-218364.537695049,"concentration_dominant",2,1000,100,10,1,20,200,180
"Eta path BIC + refit",NA,2.07529178377052,NA,NA,1,109830.194924883,TRUE,2,0.11,11,1,0.0111111111111111,0.909090909090909,0.952380952380952,0.0804382867487533,182.929687420482,0.9,1,19.8915327439359,202.749881498221,10.192773181847,3.35742171145006e-05,3.78680669994887,0.210181233286205,23,-219501.511478349,-219395.592564072,"concentration_dominant",2,1000,100,10,1,20,200,180
"Rossi path BIC",391.711560741795,NA,NA,NA,1,112825.802293961,TRUE,2,0.25,25,1,0.166666666666667,0.4,0.571428571428572,0.158002569612016,180.768861647207,0.8,1,20.5984581086605,201.081083537306,9.76194832043094,0.000119793647371867,0.763446861227493,0.258667280031415,36,-225402.925397879,-225237.139271183,"concentration_dominant",3,1000,100,10,1,20,200,180
"Rossi path BIC + refit",391.711560741795,NA,NA,NA,1,112854.578273768,TRUE,2,0.25,25,1,0.166666666666667,0.4,0.571428571428572,0.0979098970178713,180.530004947135,0.5,1,20.7884531632005,201.207368486291,9.67880423361494,4.89531479614366e-05,1.03969852612471,0.401182969097616,51,-225356.861028308,-225121.997348823,"concentration_dominant",3,1000,100,10,1,20,200,180
"Separate 2D path/grid BIC",NA,NA,391.711560741795,0,1,112825.802293961,TRUE,2,0.25,25,1,0.166666666666667,0.4,0.571428571428572,0.158002569612016,180.768861647207,0.8,1,20.5984581086605,201.081083537306,9.76194832043094,0.000119793647371867,0.763446861227493,0.258667280031415,36,-225402.925397879,-225237.139271183,"concentration_dominant",3,1000,100,10,1,20,200,180
"Separate 2D path/grid BIC + refit",NA,NA,391.711560741795,0,1,112854.578273768,TRUE,2,0.25,25,1,0.166666666666667,0.4,0.571428571428572,0.0979098970178713,180.530004947135,0.5,1,20.7884531632005,201.207368486291,9.67880423361494,4.89531479614366e-05,1.03969852612471,0.401182969097616,51,-225356.861028308,-225121.997348823,"concentration_dominant",3,1000,100,10,1,20,200,180
"Eta path BIC",NA,1.58708784085196,NA,NA,1,112858.785591815,TRUE,2,0.13,13,1,0.0333333333333333,0.769230769230769,0.869565217391304,0.170307198756138,175.539802216671,0.1,1,23.6765871658478,198.827042354127,8.39762255266775,0.000184776372628201,7.44656141354392,0.300971058026304,114,-224930.087081827,-224405.097680624,"concentration_dominant",3,1000,100,10,1,20,200,180
"Eta path BIC + refit",NA,1.58708784085196,NA,NA,1,112827.758010957,TRUE,2,0.13,13,1,0.0333333333333333,0.769230769230769,0.869565217391304,0.0878222669350569,180.320347524365,0.7,1,20.7487906809646,200.979933558298,9.68634445489305,2.86472182543023e-05,0.760478631288847,0.255400055423595,27,-225469.006629381,-225344.667034359,"concentration_dominant",3,1000,100,10,1,20,200,180
"Rossi path BIC",419.460960584986,NA,NA,NA,1,111157.227462062,TRUE,2,0.24,24,1,0.155555555555556,0.416666666666667,0.588235294117647,0.176266590967885,179.572824277227,0.9,1,19.8443792743369,199.075115613115,10.0318136869397,0.000152217873408524,0.439814469679744,0.197737043810628,35,-222072.683489359,-221911.50253285,"concentration_dominant",4,1000,100,10,1,20,200,180
"Rossi path BIC + refit",419.460960584986,NA,NA,NA,1,111199.183646381,TRUE,2,0.24,24,1,0.155555555555556,0.416666666666667,0.588235294117647,0.122166172822169,179.23862589869,0.2,1,20.1569308140739,199.228286566888,9.88386021684332,8.20092754950806e-05,0.310084451625365,0.322604266367812,49,-222059.887284092,-221834.233944979,"concentration_dominant",4,1000,100,10,1,20,200,180
"Separate 2D path/grid BIC",NA,NA,419.460960584986,0,1,111157.227462062,TRUE,2,0.24,24,1,0.155555555555556,0.416666666666667,0.588235294117647,0.176266590967885,179.572824277227,0.9,1,19.8443792743369,199.075115613115,10.0318136869397,0.000152217873408524,0.439814469679744,0.197737043810628,35,-222072.683489359,-221911.50253285,"concentration_dominant",4,1000,100,10,1,20,200,180
"Separate 2D path/grid BIC + refit",NA,NA,419.460960584986,0,1,111199.183646381,TRUE,2,0.24,24,1,0.155555555555556,0.416666666666667,0.588235294117647,0.122166172822169,179.23862589869,0.2,1,20.1569308140739,199.228286566888,9.88386021684332,8.20092754950806e-05,0.310084451625365,0.322604266367812,49,-222059.887284092,-221834.233944979,"concentration_dominant",4,1000,100,10,1,20,200,180
"Eta path BIC",NA,1.15503508640847,NA,NA,1,111216.04339181,TRUE,2,0.22,22,1,0.133333333333333,0.454545454545455,0.625,0.177047888399328,175.641769928487,0,1,22.2835700555501,197.532122687179,8.8644737891979,0.000192697467178744,5.65255531487078,0.303005033791698,123,-221582.432884305,-221015.996951428,"concentration_dominant",4,1000,100,10,1,20,200,180
"Eta path BIC + refit",NA,1.15503508640847,NA,NA,1,111196.040215077,TRUE,2,0.22,22,1,0.133333333333333,0.454545454545455,0.625,0.162345123605698,179.204674364366,0,1,20.2266002569757,199.134840184146,9.84519581413437,0.000112584205746504,0.399924591715017,0.473476935424123,45,-222081.2314426,-221873.998784231,"concentration_dominant",4,1000,100,10,1,20,200,180
"Rossi path BIC",407.98836125686,NA,NA,NA,1,110232.418580296,TRUE,2,0.22,22,1,0.133333333333333,0.454545454545455,0.625,0.176854650404889,178.884517434043,1,1,19.8239208715293,198.364325161133,10.0063113874722,0.000160646823229767,1.35321801899317,0.154341082833197,33,-220236.881236386,-220084.910620248,"concentration_dominant",5,1000,100,10,1,20,200,180
"Rossi path BIC + refit",407.98836125686,NA,NA,NA,1,110265.159620021,TRUE,2,0.22,22,1,0.133333333333333,0.454545454545455,0.625,0.0985057503362521,178.558903614218,0.4,1,20.0479104439828,198.498653257368,9.90121408473001,5.15278850522069e-05,1.12816872612644,0.298575795977426,45,-220219.470252488,-220012.237594119,"concentration_dominant",5,1000,100,10,1,20,200,180
"Separate 2D path/grid BIC",NA,NA,407.98836125686,0,1,110232.418580296,TRUE,2,0.22,22,1,0.133333333333333,0.454545454545455,0.625,0.176854650404889,178.884517434043,1,1,19.8239208715293,198.364325161133,10.0063113874722,0.000160646823229767,1.35321801899317,0.154341082833197,33,-220236.881236386,-220084.910620248,"concentration_dominant",5,1000,100,10,1,20,200,180
"Separate 2D path/grid BIC + refit",NA,NA,407.98836125686,0,1,110265.159620021,TRUE,2,0.22,22,1,0.133333333333333,0.454545454545455,0.625,0.0985057503362521,178.558903614218,0.4,1,20.0479104439828,198.498653257368,9.90121408473001,5.15278850522069e-05,1.12816872612644,0.298575795977426,45,-220219.470252488,-220012.237594119,"concentration_dominant",5,1000,100,10,1,20,200,180
"Eta path BIC",NA,1.87671858712693,NA,NA,1,110256.443941281,TRUE,2,0.1,10,1,0,1,1,0.165496235076118,172.688807354016,0.1,1,23.3553919491921,195.681392692442,8.37842469602446,0.000176284248870432,14.9545121047992,0.568607161579605,111,-219746.127046594,-219234.953155949,"concentration_dominant",5,1000,100,10,1,20,200,180
"Eta path BIC + refit",NA,1.87671858712693,NA,NA,1,110236.477577215,TRUE,2,0.1,10,1,0,1,1,0.0566171720048114,178.315327471053,1,1,19.980465679703,198.260183956134,9.9227008586459,1.73955576135917e-05,1.51367072808185,0.0612624412243867,21,-220327.892293572,-220231.183719666,"concentration_dominant",5,1000,100,10,1,20,200,180
"Rossi path BIC",370.656509370377,NA,NA,NA,1,111092.710313037,TRUE,2,0.21,21,1,0.122222222222222,0.476190476190476,0.645161290322581,0.208900804529902,180.220860166173,0.9,1,20.2078660389058,199.938887044693,9.89411186019117,0.000211870606271385,0.0234715417183998,0.272268738860075,32,-221964.372457147,-221817.007011195,"concentration_dominant",6,1000,100,10,1,20,200,180
"Rossi path BIC + refit",370.656509370377,NA,NA,NA,1,111120.817839509,TRUE,2,0.21,21,1,0.122222222222222,0.476190476190476,0.645161290322581,0.110685492287066,179.75112732748,0.3,1,20.4223163047582,200.034173734968,9.79488177295357,5.47251548686439e-05,0.0897594527131286,0.312001297488267,43,-221944.602202023,-221746.579884025,"concentration_dominant",6,1000,100,10,1,20,200,180
"Separate 2D path/grid BIC",NA,NA,370.656509370377,0,1,111092.710313037,TRUE,2,0.21,21,1,0.122222222222222,0.476190476190476,0.645161290322581,0.208900804529902,180.220860166173,0.9,1,20.2078660389058,199.938887044693,9.89411186019117,0.000211870606271385,0.0234715417183998,0.272268738860075,32,-221964.372457147,-221817.007011195,"concentration_dominant",6,1000,100,10,1,20,200,180
"Separate 2D path/grid BIC + refit",NA,NA,370.656509370377,0,1,111120.817839509,TRUE,2,0.21,21,1,0.122222222222222,0.476190476190476,0.645161290322581,0.110685492287066,179.75112732748,0.3,1,20.4223163047582,200.034173734968,9.79488177295357,5.47251548686439e-05,0.0897594527131286,0.312001297488267,43,-221944.602202023,-221746.579884025,"concentration_dominant",6,1000,100,10,1,20,200,180
"Eta path BIC",NA,1.98144291981135,NA,NA,1,111106.974143731,TRUE,2,0.1,10,1,0,1,1,0.152874933217744,173.528225592407,0.2,1,23.8158698914058,197.027822279166,8.27296349776691,0.000142704041276677,11.6973517161792,0.497003040487991,111,-221447.187451494,-220936.01356085,"concentration_dominant",6,1000,100,10,1,20,200,180
"Eta path BIC + refit",NA,1.98144291981135,NA,NA,1,111098.337634866,TRUE,2,0.1,10,1,0,1,1,0.0842434257434082,179.542955733324,1,1,20.3794587575286,199.841904410379,9.80604572418065,3.30177317344457e-05,0.0844915820613529,0.0773969108772293,21,-222051.612408874,-221954.903834968,"concentration_dominant",6,1000,100,10,1,20,200,180
"Rossi path BIC",377.258471554289,NA,NA,NA,1,111224.865721176,TRUE,2,0.25,25,1,0.166666666666667,0.4,0.571428571428572,0.173744838544782,182.852349992339,0.8,1,20.2066669573244,202.720572110143,10.0323607321425,0.00015009026717815,3.72211191886796,0.306441429381657,36,-222201.052252309,-222035.266125614,"concentration_dominant",7,1000,100,10,1,20,200,180
"Rossi path BIC + refit",377.258471554289,NA,NA,NA,1,111260.952594237,TRUE,2,0.25,25,1,0.166666666666667,0.4,0.571428571428572,0.137413645843471,182.60161513272,0.4,1,20.4686156729996,202.855420196222,9.91055884955675,8.84608320430521e-05,4.18651257298556,0.536613402304124,51,-222169.609669247,-221934.745989761,"concentration_dominant",7,1000,100,10,1,20,200,180
"Separate 2D path/grid BIC",NA,NA,377.258471554289,0,1,111224.865721176,TRUE,2,0.25,25,1,0.166666666666667,0.4,0.571428571428572,0.173744838544782,182.852349992339,0.8,1,20.2066669573244,202.720572110143,10.0323607321425,0.00015009026717815,3.72211191886796,0.306441429381657,36,-222201.052252309,-222035.266125614,"concentration_dominant",7,1000,100,10,1,20,200,180
"Separate 2D path/grid BIC + refit",NA,NA,377.258471554289,0,1,111260.952594237,TRUE,2,0.25,25,1,0.166666666666667,0.4,0.571428571428572,0.137413645843471,182.60161513272,0.4,1,20.4686156729996,202.855420196222,9.91055884955675,8.84608320430521e-05,4.18651257298556,0.536613402304124,51,-222169.609669247,-221934.745989761,"concentration_dominant",7,1000,100,10,1,20,200,180
"Eta path BIC",NA,1.75248894911898,NA,NA,1,111250.462991957,TRUE,2,0.14,14,1,0.0444444444444444,0.714285714285714,0.833333333333333,0.165259873501907,177.072962675203,0.2,1,23.5003226066832,200.210075133908,8.51946071059341,0.000172550922155539,6.14819495637215,0.178659215930057,115,-221706.534126831,-221176.939555442,"concentration_dominant",7,1000,100,10,1,20,200,180
"Eta path BIC + refit",NA,1.75248894911898,NA,NA,1,111238.231137491,TRUE,2,0.14,14,1,0.0444444444444444,0.714285714285714,0.833333333333333,0.116596772059096,182.423930127571,0.7,1,20.4062325847248,202.675989137315,9.93206307415261,5.82737282256723e-05,3.66297138795985,0.363157146137494,29,-222276.137371891,-222142.587436498,"concentration_dominant",7,1000,100,10,1,20,200,180
"Rossi path BIC",420.301863428335,NA,NA,NA,1,109441.912123157,TRUE,2,0.19,19,1,0.1,0.526315789473684,0.689655172413793,0.147136441968828,181.131173897645,0.9,1,20.2254159301515,201.113342901818,9.94359491030311,0.000115308039330761,0.645172379297249,0.119718461315481,30,-218676.591587944,-218538.436482365,"concentration_dominant",8,1000,100,10,1,20,200,180
"Rossi path BIC + refit",420.301863428335,NA,NA,NA,1,109467.615659132,TRUE,2,0.19,19,1,0.1,0.526315789473684,0.689655172413793,0.0860963410423944,180.928844607018,0.5,1,20.3857447276154,201.230536388318,9.87113981250448,4.40433031129829e-05,0.831509398928585,0.230247663467889,39,-218665.828862384,-218486.22722513,"concentration_dominant",8,1000,100,10,1,20,200,180
"Separate 2D path/grid BIC",NA,NA,420.301863428335,0,1,109441.912123157,TRUE,2,0.19,19,1,0.1,0.526315789473684,0.689655172413793,0.147136441968828,181.131173897645,0.9,1,20.2254159301515,201.113342901818,9.94359491030311,0.000115308039330761,0.645172379297249,0.119718461315481,30,-218676.591587944,-218538.436482365,"concentration_dominant",8,1000,100,10,1,20,200,180
"Separate 2D path/grid BIC + refit",NA,NA,420.301863428335,0,1,109467.615659132,TRUE,2,0.19,19,1,0.1,0.526315789473684,0.689655172413793,0.0860963410423944,180.928844607018,0.5,1,20.3857447276154,201.230536388318,9.87113981250448,4.40433031129829e-05,0.831509398928585,0.230247663467889,39,-218665.828862384,-218486.22722513,"concentration_dominant",8,1000,100,10,1,20,200,180
"Eta path BIC",NA,1.45906463341428,NA,NA,1,109470.94241948,TRUE,2,0.14,14,1,0.0444444444444444,0.714285714285714,0.833333333333333,0.158573185952096,176.426654692998,0.1,1,22.9976361345501,199.097690288334,8.65731108725661,0.000160436604858693,4.8999926054639,0.194548465898275,115,-218147.492981877,-217617.898410488,"concentration_dominant",8,1000,100,10,1,20,200,180
"Eta path BIC + refit",NA,1.45906463341428,NA,NA,1,109462.065794272,TRUE,2,0.14,14,1,0.0444444444444444,0.714285714285714,0.833333333333333,0.111806464058948,180.851288398628,0.7,1,20.4213612090738,201.130640666288,9.84903203107342,5.89427838843196e-05,0.727946792388284,0.232107605397078,29,-218723.806685454,-218590.25675006,"concentration_dominant",8,1000,100,10,1,20,200,180
"Rossi path BIC",425.16137456022,NA,NA,NA,1,110937.635931756,TRUE,2,0.2,20,1,0.111111111111111,0.5,0.666666666666667,0.151664443144761,183.295135083212,1,1,19.6079453142191,202.653581480455,10.3352787981052,0.000115777439107559,3.59760077502747,0.267644270241091,31,-221661.131449864,-221518.371174098,"concentration_dominant",9,1000,100,10,1,20,200,180
"Rossi path BIC + refit",425.16137456022,NA,NA,NA,1,110964.174188102,TRUE,2,0.2,20,1,0.111111111111111,0.5,0.666666666666667,0.0730193701731955,183.043005575206,0.5,1,19.7856015781655,202.770166416509,10.2483700389619,3.43925072460912e-05,3.859894329219,0.330525439368881,41,-221645.130409765,-221456.31843214,"concentration_dominant",9,1000,100,10,1,20,200,180
"Separate 2D path/grid BIC",NA,NA,425.16137456022,0,1,110937.635931756,TRUE,2,0.2,20,1,0.111111111111111,0.5,0.666666666666667,0.151664443144761,183.295135083212,1,1,19.6079453142191,202.653581480455,10.3352787981052,0.000115777439107559,3.59760077502747,0.267644270241091,31,-221661.131449864,-221518.371174098,"concentration_dominant",9,1000,100,10,1,20,200,180
"Separate 2D path/grid BIC + refit",NA,NA,425.16137456022,0,1,110964.174188102,TRUE,2,0.2,20,1,0.111111111111111,0.5,0.666666666666667,0.0730193701731955,183.043005575206,0.5,1,19.7856015781655,202.770166416509,10.2483700389619,3.43925072460912e-05,3.859894329219,0.330525439368881,41,-221645.130409765,-221456.31843214,"concentration_dominant",9,1000,100,10,1,20,200,180
"Eta path BIC",NA,1.58055283048684,NA,NA,1,110966.766814372,TRUE,2,0.12,12,1,0.0222222222222222,0.833333333333333,0.909090909090909,0.177016925217634,178.198039844371,0,1,22.6985876992402,200.496047112838,8.83297453433853,0.000200821476782675,3.76421915432279,0.0898704761146326,113,-221152.957282218,-220632.573051201,"concentration_dominant",9,1000,100,10,1,20,200,180
"Eta path BIC + refit",NA,1.58055283048684,NA,NA,1,110944.986225118,TRUE,2,0.12,12,1,0.0222222222222222,0.833333333333333,0.909090909090909,0.064792711939969,182.878861600553,0.8,1,19.7592419093011,202.592151313766,10.2530325932394,1.99209967389086e-05,3.38860644584792,0.210995538757643,25,-221717.278568262,-221602.149313612,"concentration_dominant",9,1000,100,10,1,20,200,180
"Rossi path BIC",433.136113554368,NA,NA,NA,1,109168.732591094,TRUE,2,0.19,19,1,0.1,0.526315789473684,0.689655172413793,0.180830609096718,178.845642805065,1,1,20.1613537491722,198.640501401405,9.85253787383008,0.000166161261064332,0.937135735976267,0.192427150765435,30,-218130.232523819,-217992.07741824,"concentration_dominant",10,1000,100,10,1,20,200,180
"Rossi path BIC + refit",433.136113554368,NA,NA,NA,1,109197.381319748,TRUE,2,0.19,19,1,0.1,0.526315789473684,0.689655172413793,0.0821716609051353,178.496716568956,0.5,1,20.3449361186647,198.765150553037,9.76976036659499,3.47743309812691e-05,0.821917041312013,0.352036340002514,39,-218125.360183616,-217945.758546362,"concentration_dominant",10,1000,100,10,1,20,200,180
"Separate 2D path/grid BIC",NA,NA,433.136113554368,0,1,109168.732591094,TRUE,2,0.19,19,1,0.1,0.526315789473684,0.689655172413793,0.180830609096718,178.845642805065,1,1,20.1613537491722,198.640501401405,9.85253787383008,0.000166161261064332,0.937135735976267,0.192427150765435,30,-218130.232523819,-217992.07741824,"concentration_dominant",10,1000,100,10,1,20,200,180
"Separate 2D path/grid BIC + refit",NA,NA,433.136113554368,0,1,109197.381319748,TRUE,2,0.19,19,1,0.1,0.526315789473684,0.689655172413793,0.0821716609051353,178.496716568956,0.5,1,20.3449361186647,198.765150553037,9.76976036659499,3.47743309812691e-05,0.821917041312013,0.352036340002514,39,-218125.360183616,-217945.758546362,"concentration_dominant",10,1000,100,10,1,20,200,180
